element_type,osmid,name,tourism,geometry,source,addr:city,addr:housenumber,addr:postcode,addr:street,website,wikidata,wikipedia,addr:country,nodes,fee,highway,inscription,layer,lit,opening_hours,start_date,surface,tunnel,building,note,email,phone,shop,contact:phone,source:wheelchair,wheelchair,wheelchair:description,level,air_conditioning,facebook,name:de,name:en,name:es,name:hu,name:it,name:ru,name:zh,operator,barrier,amenity,fax,club,disused:addr:city,disused:addr:country,disused:addr:housenumber,disused:addr:postcode,disused:addr:street,disused:amenity,flickr,internet_access,internet_access:ssid,short_name,chip_scanner,toilets:wheelchair,name:pl,cuisine,contact:facebook,contact:website,description,dog,free_refill,owncup,owncup:discount,alt_name,capacity,contact:email,official_name,official_name:en,ref:google,contact:foursquare,historic,url,name:cs,name:da,name:el,name:fi,name:fr,name:hr,name:ie,name:ja,name:la,name:nl,name:no,name:pt,name:ro,name:se,name:sk,name:sl,name:sr,name:uk,is_in:city,is_in:country,contact:tripadvisor,check_date:opening_hours,artwork_type,indoor,leisure,source:geometry,building:levels,int_name,old_name,architect,building:colour,building:material,roof:colour,roof:levels,roof:material,roof:shape,wikipedia:hu,architect:wikipedia,contact:fax,office,source:start_date,ways,type,heritage,source:date,addr:subdistrict,loc_name,fixme,opening_hours:signed,operator:type,charge,mobile
node,9004382998,Vaszary Galéria,gallery,POINT (17.8915723 46.9543562),,,,,,,,,,,,,,,,Mo-Su 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9004387048,Kisfaludy Galéria,gallery,POINT (17.8934824 46.9545453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,281419797,Kisfaludy Galéria,gallery,"POLYGON ((17.8932598 46.9545465, 17.8933377 46.9544261, 17.8937428 46.9545482, 17.8936649 46.9546686, 17.8932598 46.9545465))",Bing;survey,Balatonfüred,1,8230,Kisfaludy utca,https://kultura.balatonfured.hu/kisfaludy-galeria-a-galeria/,,,,"[2853694148, 2853694143, 2853694149, 2853694154, 2853694148]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1834605052,Hefter Üveggaléria,gallery,POINT (17.7619601 47.555079),,Pannonhalma,11,9090,Tóthegy,http://www.heftergallery.com/,,,,,,,,,,,,,,,,info@heftergallery.com,+36 96 470318,,,,,,,,,,Hefter Glass Gallery & Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+36 70 5197171
node,2558993467,,gallery,POINT (17.6442367 47.6767774),,Győr,22,9023,Herman Ottó utca,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3473676725,Kovács Margit Állandó Kiállítás,gallery,POINT (17.6332368 47.6892865),,,,,,,,,,,,,,,,Tu-Su 10:00-18:00,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://turistautak.hu/poi.php?id=31057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9380305392,Képkeretezés Művész Galéria,gallery,POINT (17.6332362 47.6865635),,,,,,,,,,,no,,,,,"Mo-Fr 09:00-12:00, 14:00-16:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2366239598,Egry József Galéria,gallery,POINT (16.9930724 46.4544621),,,,,,,,,,,,,,,,Tu-Fr 10:00-17:00; Sa 10:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4942139986,Galeria Arcis,gallery,POINT (16.9373051 47.2517604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9034138316,Balogh István Péter festőművész,gallery,POINT (16.3660992 46.7378224),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.baloghistvanpeter.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9034142117,Itáliai reneszánsz és habán majolika,gallery,POINT (16.3668361 46.737497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dávid Éva,,,,,,,,,,,,,,,,,,,,http://www.haban.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,230489222,Szombathelyi Képtár,gallery,"POLYGON ((16.6227809 47.2283129, 16.6222007 47.2280661, 16.6222192 47.2280461, 16.6222406 47.2280553, 16.6222606 47.2280578, 16.6222807 47.2280556, 16.6222984 47.2280488, 16.6223117 47.2280384, 16.6223189 47.2280255, 16.6223178 47.2280074, 16.622309 47.2279949, 16.6222945 47.2279853, 16.6222339 47.2279608, 16.6223005 47.2278885, 16.6218477 47.2276958, 16.6217426 47.2278098, 16.6217892 47.2278296, 16.6217535 47.2278683, 16.621582 47.2277954, 16.6214623 47.2279251, 16.6226148 47.228413, 16.6226662 47.2284372, 16.6227809 47.2283129))",,Szombathely,12,9700,Rákóczi Ferenc utca,http://keptar.szombathely.hu/,,,HU,"[2389894139, 2389894142, 2389894146, 2389894136, 2389894135, 2389894152, 2389894138, 2389894149, 2389894129, 2389894125, 2389894151, 2389894148, 2389894144, 2389894150, 2389894128, 2389894140, 2389894143, 2389894126, 2389894130, 2389894133, 3349844464, 2389894147, 2389894139]",,,,,,,,,,yes,,,+36 94 508 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4215116,Istálló,gallery,"POLYGON ((16.6071291 47.0094811, 16.607185 47.0093782, 16.6070025 47.0093321, 16.6069466 47.009435, 16.6071291 47.0094811))",,,,,,,,,,"[[[3090812592, 3090812586, 3090812578, 3090812581], [3090812581, 3090812592]]]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304534074, 313815063]",multipolygon,,,,,,,,,
relation,4215117,Sala Terrena Galéria (Levéltár),gallery,"POLYGON ((16.6072622 47.0093528, 16.6073471 47.0093742, 16.6075024 47.0094135, 16.607595 47.009243, 16.6076905 47.0090672, 16.6074503 47.0090066, 16.6073563 47.0091797, 16.6072622 47.0093528))",,,,,,,,,,"[[[3090812580, 3197122525, 3090812569], [3090812569, 3090812571, 8208949307, 3090812585, 3197122540, 3090812580]]]",,,,,,,,,,office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304534078, 313815096]",multipolygon,,,,,,,,,
relation,4215120,Városi kiállítóterem (Kocsiszín),gallery,"POLYGON ((16.6061506 47.009234, 16.6063223 47.0092773, 16.6063782 47.0091744, 16.6062065 47.0091311, 16.6061506 47.009234))",,,,,,,,,,"[[[3090812574, 3090812572], [3090812572, 3090812573, 3090812575, 3090812574]]]",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304534077, 313815094]",multipolygon,,,,,,,,,
node,3087897007,Festőterem,gallery,POINT (16.5875764 47.6844114),,Sopron,8,9400,Petőfi tér,https://www.prokultura.hu/hu/festoterem/bemutatkozas.html,,,,,,,,,,,,,,,,,+36 99 517 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3087897009,Interaktív Galéria,gallery,POINT (16.5882658 47.6846148),,Sopron,33,9400,Színház utca,http://pappart.hu/,,,,,,,,,,,,,,,,keramiaart54@gmail.com,+36 30 430 3174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3087897010,Septem,gallery,POINT (16.5907198 47.6857801),,Sopron,7,9400,Kolostor utca,http://septem.hu/,,,,,,,,,,Nov-Mar: Tu-Sa 10:00-16:00; Apr-Oct: Tu-Sa 10:00-18:00; PH closed,,,,,,septem@septem.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3087897011,Torony,gallery,POINT (16.5912895 47.6849328),,Sopron,14,9400,Szent György utca,,,,,,,,,,,Mo-Th 15:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130539096,Lábasház,gallery,"POLYGON ((16.5904577 47.6839778, 16.5904834 47.6840213, 16.5905143 47.684063, 16.5906533 47.6840331, 16.590826 47.683932, 16.5907657 47.6838536, 16.5904687 47.6839695, 16.5904577 47.6839778))",,Sopron,5,9400,Orsolya tér,http://muzeum.sopron.hu/,,,,"[1437421148, 9730421640, 1437421150, 1437421149, 1437421147, 1437421144, 3072718974, 1437421148]",,,,,,,,,,public,,,+36 99 311 327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
way,313132010,Korona Galéria,gallery,"POLYGON ((16.4900428 47.3458181, 16.4900951 47.3458125, 16.4901035 47.3458281, 16.4901495 47.3458167, 16.4901641 47.3458352, 16.4902143 47.3458238, 16.4902394 47.3458323, 16.4904443 47.3457686, 16.4904443 47.345736, 16.4904402 47.3457005, 16.4904276 47.3456765, 16.4903942 47.3456467, 16.4903398 47.345634, 16.4903277 47.345637, 16.4902291 47.3456614, 16.4901453 47.3456821, 16.4901489 47.3456947, 16.490109 47.3457027, 16.4901075 47.3457137, 16.4900542 47.3457258, 16.4900602 47.3457388, 16.4900262 47.3457448, 16.4900202 47.3457799, 16.4900428 47.3458181))",,,,,,,,,,"[3190436226, 3190436224, 3190436228, 3190436225, 3190436230, 3190436227, 3190436229, 3190436222, 3190436219, 3190436215, 3190436212, 3190436211, 3190436210, 7816201798, 7816201805, 3190436213, 3190436214, 3190436216, 3190436217, 3190436218, 3190436220, 3190436221, 3190436223, 3190436226]",,,,,,Mo-Fr 10:00-17:30; Sa 12:00-18:30; Su 09:00-18:00,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
